station,date,label
VKC,202009180000,clear
VKC,202009180100,clear
VKC,202009180200,clear
VKC,202009180300,clear
VKC,202009180400,clear
VKC,202009180500,clear
VKC,202009180600,clear
VKC,202009180700,clear
VKC,202009180800,clear
VKC,202009180900,clear
VKC,202009181000,clear
VKC,202009181100,clear
VKC,202009181200,clear
VKC,202009181300,clear
VKC,202009181400,clear
VKC,202009181500,clear
VKC,202009181600,clear
VKC,202009181700,clear
VKC,202009181800,clear
VKC,202009181900,clear
VKC,202009182000,clear
VKC,202009182100,clear
VKC,202009182200,clear
VKC,202009182300,clear
VKC,202009190000,clear
VKC,202009190100,clear
VKC,202009190200,clear
VKC,202009190300,clear
VKC,202009190400,clear
VKC,202009190500,clear
VKC,202009190600,clear
VKC,202009190700,clear
VKC,202009190800,clear
VKC,202009190900,clear
VKC,202009191000,clear
VKC,202009191100,clear
VKC,202009191200,clear
VKC,202009191300,clear
VKC,202009191400,clear
VKC,202009191500,clear
VKC,202009191600,clear
VKC,202009191700,clear
VKC,202009191800,clear
VKC,202009191900,clear
VKC,202009192000,clear
VKC,202009192100,clear
VKC,202009192200,clear
VKC,202009192300,clear
VKC,202009200000,clear
VKC,202009200100,clear
VKC,202009200300,clear
VKC,202009200400,clear
VKC,202009200500,clear
VKC,202009200600,clear
VKC,202009200700,clear
VKC,202009200800,clear
VKC,202009200900,clear
VKC,202009201000,clear
VKC,202009201100,clear
VKC,202009201200,clear
VKC,202009201300,clear
VKC,202009201400,clear
VKC,202009201500,clear
VKC,202009201600,clear
VKC,202009201700,clear
VKC,202009201800,clear
VKC,202009201900,clear
VKC,202009202000,clear
VKC,202009202100,clear
VKC,202009202200,clear
VKC,202009202300,clear
VKC,202009210000,clear
VKC,202009210100,clear
VKC,202009210200,clear
VKC,202009210300,clear
VKC,202009210400,clear
VKC,202009210500,clear
VKC,202009210600,clear
VKC,202009210700,clear
VKC,202009210800,clear
VKC,202009210900,clear
VKC,202009211000,clear
VKC,202009211100,clear
VKC,202009211200,clear
VKC,202009211300,clear
VKC,202009211400,clear
VKC,202009211500,clear
VKC,202009211600,clear
VKC,202009211700,clear
VKC,202009211800,clear
VKC,202009211900,clear
VKC,202009212000,clear
VKC,202009212100,clear
VKC,202009212200,clear
VKC,202009212300,clear
VKC,202009220000,clear
VKC,202009220100,clear
VKC,202009220200,clear
VKC,202009220300,clear
VKC,202009220400,clear
VKC,202009220500,clear
VKC,202009220600,clear
VKC,202009220900,clear
VKC,202009221000,clear
VKC,202009221100,clear
VKC,202009221200,clear
VKC,202009221300,clear
VKC,202009221400,clear
VKC,202009221500,clear
VKC,202009221600,clear
VKC,202009221700,clear
VKC,202009221800,clear
VKC,202009221900,clear
VKC,202009222000,clear
VKC,202009222100,clear
VKC,202009222200,clear
VKC,202009222300,clear
VKC,202009230000,clear
VKC,202009230100,clear
VKC,202009230200,clear
VKC,202009230300,clear
VKC,202009230400,clear
VKC,202009230500,clear
VKC,202009230600,clear
VKC,202009230700,clear
VKC,202009230800,clear
VKC,202009230900,clear
VKC,202009231000,clear
VKC,202009231100,clear
VKC,202009231200,clear
VKC,202009231300,clear
VKC,202009231400,clear
VKC,202009231500,clear
VKC,202009231600,clear
VKC,202009231700,clear
VKC,202009231800,clear
VKC,202009231900,clear
VKC,202009232000,clear
VKC,202009232100,clear
VKC,202009232200,clear
VKC,202009232300,clear
VKC,202009240000,clear
VKC,202009240100,clear
VKC,202009240200,clear
VKC,202009240300,clear
VKC,202009240400,clear
VKC,202009240500,clear
VKC,202009240600,clear
VKC,202009240700,clear
VKC,202009240800,clear
VKC,202009240900,clear
VKC,202009241000,clear
VKC,202009241100,clear
VKC,202009241200,clear
VKC,202009241300,clear
VKC,202009241400,clear
VKC,202009241600,clear
VKC,202009241700,clear
VKC,202009241800,clear
VKC,202009241900,clear
VKC,202009242000,clear
VKC,202009242100,clear
VKC,202009242200,clear
VKC,202009242300,clear
VKC,202009250000,clear
VKC,202009250100,clear
VKC,202009250200,clear
VKC,202009250300,clear
VKC,202009250400,clear
VKC,202009250500,clear
VKC,202009250600,clear
VKC,202009250700,clear
VKC,202009250800,clear
VKC,202009250900,clear
VKC,202009251000,clear
VKC,202009251100,clear
VKC,202009251200,clear
VKC,202009251300,clear
VKC,202009251400,clear
VKC,202009251500,clear
VKC,202009251600,clear
VKC,202009251700,clear
VKC,202009251800,clear
VKC,202009251900,clear
VKC,202009252000,clear
VKC,202009252100,clear
VKC,202009252200,clear
VKC,202009252300,clear
VKC,202009260000,clear
VKC,202009260100,clear
VKC,202009260200,clear
VKC,202009260300,clear
VKC,202009260400,clear
VKC,202009260600,clear
VKC,202009260700,clear
VKC,202009260800,clear
VKC,202009260900,clear
VKC,202009261000,clear
VKC,202009261100,clear
VKC,202009261200,clear
VKC,202009261300,clear
VKC,202009261400,clear
VKC,202009261500,clear
VKC,202009261600,clear
VKC,202009261700,clear
VKC,202009261800,clear
VKC,202009261900,clear
VKC,202009262000,clear
VKC,202009262100,clear
VKC,202009262200,clear
VKC,202009262300,clear
VKC,202009270000,clear
VKC,202009270100,clear
VKC,202009270200,clear
VKC,202009270300,clear
VKC,202009270400,clear
VKC,202009270500,clear
VKC,202009270600,clear
VKC,202009270700,clear
VKC,202009270800,clear
VKC,202009270900,clear
VKC,202009271000,clear
VKC,202009271100,clear
VKC,202009271200,clear
VKC,202009271400,clear
VKC,202009271500,clear
VKC,202009271600,clear
VKC,202009271700,clear
VKC,202009271800,clear
VKC,202009271900,clear
VKC,202009272000,clear
VKC,202009272100,clear
VKC,202009272200,clear
VKC,202009272300,clear
VKC,202009280000,clear
VKC,202009280100,clear
VKC,202009280200,clear
VKC,202009280300,clear
VKC,202009280400,clear
VKC,202009280500,clear
VKC,202009280600,clear
VKC,202009280700,clear
VKC,202009280800,clear
VKC,202009281000,clear
VKC,202009281100,clear
VKC,202009281200,clear
VKC,202009281300,clear
VKC,202009281400,clear
VKC,202009281500,clear
VKC,202009281600,clear
VKC,202009281700,clear
VKC,202009281800,clear
VKC,202009281900,clear
VKC,202009282000,clear
VKC,202009282100,clear
VKC,202009282200,clear
VKC,202009282300,clear
VKC,202009290000,clear
VKC,202009290100,clear
VKC,202009290200,clear
VKC,202009290300,clear
VKC,202009290400,clear
VKC,202009290500,clear
VKC,202009290600,clear
VKC,202009290700,clear
VKC,202009290800,clear
VKC,202009290900,clear
VKC,202009291000,clear
VKC,202009291100,clear
VKC,202009291200,clear
VKC,202009291300,clear
VKC,202009291400,clear
VKC,202009291500,clear
VKC,202009291600,clear
VKC,202009291700,clear
VKC,202009291800,clear
VKC,202009291900,clear
VKC,202009292100,clear
VKC,202009292200,clear
VKC,202009292300,clear
VKC,202009300000,clear
VKC,202009300100,clear
VKC,202009300200,clear
VKC,202009300300,clear
VKC,202009300400,clear
VKC,202009300500,clear
VKC,202009300600,clear
VKC,202009300700,clear
VKC,202009300800,clear
VKC,202009300900,clear
VKC,202009301000,clear
VKC,202009301100,clear
VKC,202009301200,clear
VKC,202009301300,clear
VKC,202009301400,clear
VKC,202009301500,clear
VKC,202009301600,clear
VKC,202009301700,clear
VKC,202009301800,clear
VKC,202009301900,clear
VKC,202009302000,clear
VKC,202009302100,clear
VKC,202009302200,clear
VKC,202009302300,clear
VKC,202010010000,clear
VKC,202010010100,clear
VKC,202010010300,clear
VKC,202010010400,clear
VKC,202010010500,clear
VKC,202010010600,clear
VKC,202010010700,clear
VKC,202010010800,clear
VKC,202010010900,clear
VKC,202010011000,clear
VKC,202010011100,clear
VKC,202010011200,clear
VKC,202010011300,clear
VKC,202010011400,clear
VKC,202010011500,clear
VKC,202010020200,msng
VKC,202010020300,snow
VKC,202010020400,snow
VKC,202010020500,snow
VKC,202010020600,snow
VKC,202010020700,snow
VKC,202010020800,snow
VKC,202010020900,snow
VKC,202010021000,snow
VKC,202010021100,snow
VKC,202010021200,snow
VKC,202010021300,snow
VKC,202010022100,msng
VKC,202010022200,msng
VKC,202010022300,msng
VKC,202010030000,clear
VKC,202010030100,clear
VKC,202010030200,clear
VKC,202010030300,clear
VKC,202010030400,clear
VKC,202010030500,clear
VKC,202010030600,clear
VKC,202010030700,clear
VKC,202010030800,clear
VKC,202010081400,clear
VKC,202010081500,clear
VKC,202010081600,clear
VKC,202010081700,clear
VKC,202010081800,clear
VKC,202010081900,clear
VKC,202010082000,clear
